enc_356.py: Max Memory = 0.5859375 MB, CPU Usages = [30.0]
enc_79.py: Max Memory = 0.63671875 MB, CPU Usages = [39.9]
enc_599.py: Max Memory = 0.609375 MB, CPU Usages = [39.9]
enc_807.py: Max Memory = 0.63671875 MB, CPU Usages = [49.8]
enc_817.py: Max Memory = 0.59765625 MB, CPU Usages = [39.9]
enc_486.py: Max Memory = 0.625 MB, CPU Usages = [49.8]
enc_192.py: Max Memory = 0.59765625 MB, CPU Usages = [39.9]
enc_240.py: Max Memory = 0.59375 MB, CPU Usages = [49.9]
enc_336.py: Max Memory = 0.60546875 MB, CPU Usages = [49.9]
enc_673.py: Max Memory = 0.60546875 MB, CPU Usages = [39.9]
enc_298.py: Max Memory = 0.59375 MB, CPU Usages = [39.9]
enc_332.py: Max Memory = 0.625 MB, CPU Usages = [39.9]
enc_354.py: Max Memory = 0.625 MB, CPU Usages = [39.9]
enc_321.py: Max Memory = 0.6171875 MB, CPU Usages = [39.9]
enc_949.py: Max Memory = 0.55859375 MB, CPU Usages = [29.9]
enc_726.py: Max Memory = 0.609375 MB, CPU Usages = [49.8]
enc_701.py: Max Memory = 0.6015625 MB, CPU Usages = [39.9]
enc_171.py: Max Memory = 0.5859375 MB, CPU Usages = [49.8]
enc_85.py: Max Memory = 0.62109375 MB, CPU Usages = [49.9]
enc_577.py: Max Memory = 0.58984375 MB, CPU Usages = [39.9]
enc_788.py: Max Memory = 0.58984375 MB, CPU Usages = [39.9]
enc_60.py: Max Memory = 0.57421875 MB, CPU Usages = [39.9]
enc_113.py: Max Memory = 0.46875 MB, CPU Usages = [39.9]
enc_866.py: Max Memory = 0.5859375 MB, CPU Usages = [39.9]
enc_915.py: Max Memory = 0.58203125 MB, CPU Usages = [39.9]
enc_374.py: Max Memory = 0.59765625 MB, CPU Usages = [49.9]
enc_456.py: Max Memory = 0.640625 MB, CPU Usages = [39.9]
enc_159.py: Max Memory = 0.5859375 MB, CPU Usages = [39.9]
enc_764.py: Max Memory = 0.62890625 MB, CPU Usages = [39.9]
enc_475.py: Max Memory = 0.63671875 MB, CPU Usages = [39.9]
enc_664.py: Max Memory = 0.00390625 MB, CPU Usages = [39.9]
enc_718.py: Max Memory = 0.58984375 MB, CPU Usages = [49.8]
enc_130.py: Max Memory = 0.58984375 MB, CPU Usages = [39.9]
enc_200.py: Max Memory = 0.609375 MB, CPU Usages = [49.9]
enc_559.py: Max Memory = 0.6328125 MB, CPU Usages = [39.9]
enc_917.py: Max Memory = 0.49609375 MB, CPU Usages = [39.9]
enc_952.py: Max Memory = 0.60546875 MB, CPU Usages = [39.9]
enc_90.py: Max Memory = 0.49609375 MB, CPU Usages = [29.9]
enc_702.py: Max Memory = 0.61328125 MB, CPU Usages = [49.9]
enc_532.py: Max Memory = 0.625 MB, CPU Usages = [39.9]
enc_76.py: Max Memory = 0.59765625 MB, CPU Usages = [39.9]
enc_370.py: Max Memory = 0.6015625 MB, CPU Usages = [39.9]
enc_469.py: Max Memory = 0.5390625 MB, CPU Usages = [39.9]
enc_653.py: Max Memory = 0.52734375 MB, CPU Usages = [40.0]
enc_135.py: Max Memory = 0.6015625 MB, CPU Usages = [39.9]
enc_46.py: Max Memory = 0.59375 MB, CPU Usages = [49.9]
enc_552.py: Max Memory = 0.5859375 MB, CPU Usages = [39.9]
enc_546.py: Max Memory = 0.6171875 MB, CPU Usages = [39.9]
enc_544.py: Max Memory = 0.59375 MB, CPU Usages = [39.9]
enc_455.py: Max Memory = 0.62109375 MB, CPU Usages = [39.9]
enc_929.py: Max Memory = 0.61328125 MB, CPU Usages = [39.9]
enc_576.py: Max Memory = 0.6015625 MB, CPU Usages = [39.9]
enc_234.py: Max Memory = 0.58203125 MB, CPU Usages = [49.8]
enc_347.py: Max Memory = 0.6015625 MB, CPU Usages = [39.9]
enc_780.py: Max Memory = 0.6015625 MB, CPU Usages = [39.9]
enc_594.py: Max Memory = 0.63671875 MB, CPU Usages = [39.9]
enc_771.py: Max Memory = 0.625 MB, CPU Usages = [39.9]
enc_417.py: Max Memory = 0.6171875 MB, CPU Usages = [39.9]
enc_516.py: Max Memory = 0.62890625 MB, CPU Usages = [49.9]
enc_931.py: Max Memory = 0.5859375 MB, CPU Usages = [49.9]
enc_528.py: Max Memory = 0.62109375 MB, CPU Usages = [39.9]
enc_600.py: Max Memory = 0.48046875 MB, CPU Usages = [39.9]
enc_188.py: Max Memory = 0.6171875 MB, CPU Usages = [39.9]
enc_179.py: Max Memory = 0.4765625 MB, CPU Usages = [39.9]
enc_808.py: Max Memory = 0.62890625 MB, CPU Usages = [49.9]
enc_223.py: Max Memory = 0.59765625 MB, CPU Usages = [39.9]
enc_170.py: Max Memory = 0.48828125 MB, CPU Usages = [39.9]
enc_301.py: Max Memory = 0.60546875 MB, CPU Usages = [39.9]
enc_222.py: Max Memory = 0.62890625 MB, CPU Usages = [39.9]
enc_619.py: Max Memory = 0.625 MB, CPU Usages = [39.9]
enc_693.py: Max Memory = 0.62890625 MB, CPU Usages = [39.9]
enc_911.py: Max Memory = 0.59765625 MB, CPU Usages = [49.9]
enc_801.py: Max Memory = 0.62890625 MB, CPU Usages = [49.9]
enc_247.py: Max Memory = 0.6171875 MB, CPU Usages = [39.9]
enc_353.py: Max Memory = 0.5234375 MB, CPU Usages = [39.9]
enc_878.py: Max Memory = 0.6171875 MB, CPU Usages = [49.9]
enc_204.py: Max Memory = 0.5859375 MB, CPU Usages = [39.9]
enc_809.py: Max Memory = 0.60546875 MB, CPU Usages = [39.9]
enc_426.py: Max Memory = 0.5859375 MB, CPU Usages = [39.9]
enc_562.py: Max Memory = 0.62109375 MB, CPU Usages = [39.9]
enc_80.py: Max Memory = 0.5859375 MB, CPU Usages = [49.9]
enc_38.py: Max Memory = 0.609375 MB, CPU Usages = [39.9]
enc_273.py: Max Memory = 0.59375 MB, CPU Usages = [39.9]
enc_153.py: Max Memory = 0.59375 MB, CPU Usages = [59.8]
enc_901.py: Max Memory = 0.5859375 MB, CPU Usages = [39.9]
enc_620.py: Max Memory = 0.6171875 MB, CPU Usages = [39.9]
enc_908.py: Max Memory = 0.6015625 MB, CPU Usages = [39.9]
enc_433.py: Max Memory = 0.61328125 MB, CPU Usages = [59.8]
enc_662.py: Max Memory = 0.58984375 MB, CPU Usages = [29.9]
enc_961.py: Max Memory = 0.59375 MB, CPU Usages = [39.9]
enc_892.py: Max Memory = 0.62109375 MB, CPU Usages = [39.9]
enc_172.py: Max Memory = 0.609375 MB, CPU Usages = [39.9]
enc_414.py: Max Memory = 0.60546875 MB, CPU Usages = [39.9]
enc_865.py: Max Memory = 0.58984375 MB, CPU Usages = [39.9]
enc_422.py: Max Memory = 0.62109375 MB, CPU Usages = [39.9]
enc_942.py: Max Memory = 0.640625 MB, CPU Usages = [29.9]
enc_207.py: Max Memory = 0.60546875 MB, CPU Usages = [49.9]
enc_22.py: Max Memory = 0.62890625 MB, CPU Usages = [39.9]
enc_721.py: Max Memory = 0.59375 MB, CPU Usages = [49.9]
enc_846.py: Max Memory = 0.609375 MB, CPU Usages = [39.9]
enc_302.py: Max Memory = 0.62890625 MB, CPU Usages = [49.9]
enc_569.py: Max Memory = 0.625 MB, CPU Usages = [39.9]
enc_445.py: Max Memory = 0.61328125 MB, CPU Usages = [30.0]
enc_586.py: Max Memory = 0.5234375 MB, CPU Usages = [39.9]
enc_183.py: Max Memory = 0.4765625 MB, CPU Usages = [30.0]
enc_880.py: Max Memory = 0.640625 MB, CPU Usages = [39.9]
enc_393.py: Max Memory = 0.63671875 MB, CPU Usages = [39.9]
enc_236.py: Max Memory = 0.59375 MB, CPU Usages = [39.9]
enc_722.py: Max Memory = 0.6328125 MB, CPU Usages = [49.9]
enc_133.py: Max Memory = 0.63671875 MB, CPU Usages = [39.9]
enc_744.py: Max Memory = 0.58984375 MB, CPU Usages = [59.8]
enc_679.py: Max Memory = 0.62109375 MB, CPU Usages = [39.9]
enc_512.py: Max Memory = 0.5234375 MB, CPU Usages = [39.9]
enc_955.py: Max Memory = 0.58984375 MB, CPU Usages = [39.9]
enc_615.py: Max Memory = 0.6171875 MB, CPU Usages = [39.9]
enc_3.py: Max Memory = 0.60546875 MB, CPU Usages = [39.9]
enc_694.py: Max Memory = 0.59765625 MB, CPU Usages = [39.9]
enc_734.py: Max Memory = 0.6171875 MB, CPU Usages = [39.9]
enc_129.py: Max Memory = 0.62109375 MB, CPU Usages = [39.9]
enc_365.py: Max Memory = 0.58203125 MB, CPU Usages = [39.9]
enc_636.py: Max Memory = 0.63671875 MB, CPU Usages = [39.9]
enc_368.py: Max Memory = 0.58984375 MB, CPU Usages = [29.9]
enc_50.py: Max Memory = 0.6171875 MB, CPU Usages = [39.9]
enc_82.py: Max Memory = 0.59765625 MB, CPU Usages = [59.8]
enc_96.py: Max Memory = 0.640625 MB, CPU Usages = [50.0]
enc_580.py: Max Memory = 0.58203125 MB, CPU Usages = [49.9]
enc_104.py: Max Memory = 0.60546875 MB, CPU Usages = [39.9]
enc_498.py: Max Memory = 0.609375 MB, CPU Usages = [59.8]
enc_690.py: Max Memory = 0.62890625 MB, CPU Usages = [39.9]
enc_841.py: Max Memory = 0.515625 MB, CPU Usages = [39.9]
enc_264.py: Max Memory = 0.6171875 MB, CPU Usages = [49.9]
enc_34.py: Max Memory = 0.63671875 MB, CPU Usages = [49.9]
enc_687.py: Max Memory = 0.59375 MB, CPU Usages = [39.9]
enc_549.py: Max Memory = 0.6171875 MB, CPU Usages = [39.9]
enc_14.py: Max Memory = 0.640625 MB, CPU Usages = [39.9]
enc_288.py: Max Memory = 0.48046875 MB, CPU Usages = [39.9]
enc_588.py: Max Memory = 0.5859375 MB, CPU Usages = [49.9]
enc_221.py: Max Memory = 0.6015625 MB, CPU Usages = [59.9]
enc_746.py: Max Memory = 0.609375 MB, CPU Usages = [39.9]
enc_94.py: Max Memory = 0.58984375 MB, CPU Usages = [39.9]
enc_754.py: Max Memory = 0.62890625 MB, CPU Usages = [39.9]
enc_874.py: Max Memory = 0.59765625 MB, CPU Usages = [39.9]
enc_258.py: Max Memory = 0.625 MB, CPU Usages = [39.9]
enc_939.py: Max Memory = 0.484375 MB, CPU Usages = [49.9]
enc_327.py: Max Memory = 0.63671875 MB, CPU Usages = [39.9]
enc_582.py: Max Memory = 0.6171875 MB, CPU Usages = [39.9]
enc_411.py: Max Memory = 0.59765625 MB, CPU Usages = [39.9]
enc_63.py: Max Memory = 0.640625 MB, CPU Usages = [29.9]
enc_672.py: Max Memory = 0.640625 MB, CPU Usages = [39.9]
enc_185.py: Max Memory = 0.609375 MB, CPU Usages = [49.9]
enc_369.py: Max Memory = 0.4765625 MB, CPU Usages = [49.9]
enc_316.py: Max Memory = 0.6171875 MB, CPU Usages = [39.9]
enc_784.py: Max Memory = 0.5859375 MB, CPU Usages = [39.9]
enc_112.py: Max Memory = 0.61328125 MB, CPU Usages = [39.9]
enc_587.py: Max Memory = 0.58984375 MB, CPU Usages = [39.9]
enc_566.py: Max Memory = 0.52734375 MB, CPU Usages = [29.9]
enc_617.py: Max Memory = 0.58984375 MB, CPU Usages = [39.9]
enc_487.py: Max Memory = 0.50390625 MB, CPU Usages = [39.9]
enc_699.py: Max Memory = 0.60546875 MB, CPU Usages = [39.9]
enc_913.py: Max Memory = 0.5859375 MB, CPU Usages = [39.9]
enc_311.py: Max Memory = 0.62890625 MB, CPU Usages = [39.9]
enc_499.py: Max Memory = 0.60546875 MB, CPU Usages = [39.9]
enc_436.py: Max Memory = 0.578125 MB, CPU Usages = [39.9]
enc_280.py: Max Memory = 0.62109375 MB, CPU Usages = [39.9]
enc_131.py: Max Memory = 0.5859375 MB, CPU Usages = [39.9]
enc_105.py: Max Memory = 0.6015625 MB, CPU Usages = [39.9]
enc_291.py: Max Memory = 0.6328125 MB, CPU Usages = [39.9]
enc_19.py: Max Memory = 0.625 MB, CPU Usages = [39.9]
enc_491.py: Max Memory = 0.63671875 MB, CPU Usages = [39.9]
enc_227.py: Max Memory = 0.58984375 MB, CPU Usages = [39.9]
enc_406.py: Max Memory = 0.5859375 MB, CPU Usages = [59.9]
enc_366.py: Max Memory = 0.61328125 MB, CPU Usages = [39.9]
enc_601.py: Max Memory = 0.59375 MB, CPU Usages = [39.9]
enc_115.py: Max Memory = 0.59375 MB, CPU Usages = [49.9]
enc_326.py: Max Memory = 0.59765625 MB, CPU Usages = [39.9]
enc_175.py: Max Memory = 0.5859375 MB, CPU Usages = [39.9]
enc_81.py: Max Memory = 0.6171875 MB, CPU Usages = [49.9]
enc_191.py: Max Memory = 0.609375 MB, CPU Usages = [39.9]
enc_376.py: Max Memory = 0.60546875 MB, CPU Usages = [39.9]
enc_727.py: Max Memory = 0.61328125 MB, CPU Usages = [39.9]
enc_720.py: Max Memory = 0.59765625 MB, CPU Usages = [39.9]
enc_621.py: Max Memory = 0.578125 MB, CPU Usages = [39.9]
enc_428.py: Max Memory = 0.59375 MB, CPU Usages = [39.9]
enc_596.py: Max Memory = 0.609375 MB, CPU Usages = [49.8]
enc_322.py: Max Memory = 0.6171875 MB, CPU Usages = [49.8]
enc_385.py: Max Memory = 0.61328125 MB, CPU Usages = [39.9]
enc_611.py: Max Memory = 0.62890625 MB, CPU Usages = [39.9]
enc_182.py: Max Memory = 0.59765625 MB, CPU Usages = [29.9]
enc_284.py: Max Memory = 0.6015625 MB, CPU Usages = [39.9]
enc_246.py: Max Memory = 0.6328125 MB, CPU Usages = [49.9]
enc_631.py: Max Memory = 0.62890625 MB, CPU Usages = [39.9]
enc_598.py: Max Memory = 0.63671875 MB, CPU Usages = [39.9]
enc_897.py: Max Memory = 0.59765625 MB, CPU Usages = [39.9]
enc_423.py: Max Memory = 0.609375 MB, CPU Usages = [39.9]
enc_162.py: Max Memory = 0.63671875 MB, CPU Usages = [49.9]
enc_308.py: Max Memory = 0.59765625 MB, CPU Usages = [49.9]
enc_941.py: Max Memory = 0.609375 MB, CPU Usages = [39.9]
enc_514.py: Max Memory = 0.62109375 MB, CPU Usages = [39.9]
enc_292.py: Max Memory = 0.59375 MB, CPU Usages = [49.8]
enc_634.py: Max Memory = 0.62109375 MB, CPU Usages = [39.9]
enc_747.py: Max Memory = 0.58203125 MB, CPU Usages = [49.9]
enc_870.py: Max Memory = 0.58203125 MB, CPU Usages = [49.8]
enc_464.py: Max Memory = 0.6328125 MB, CPU Usages = [39.9]
enc_848.py: Max Memory = 0.48828125 MB, CPU Usages = [39.9]
enc_309.py: Max Memory = 0.59375 MB, CPU Usages = [39.9]
enc_154.py: Max Memory = 0.59765625 MB, CPU Usages = [39.9]
enc_21.py: Max Memory = 0.609375 MB, CPU Usages = [39.9]
enc_875.py: Max Memory = 0.640625 MB, CPU Usages = [39.9]
enc_23.py: Max Memory = 0.6015625 MB, CPU Usages = [39.9]
enc_363.py: Max Memory = 0.60546875 MB, CPU Usages = [39.9]
enc_396.py: Max Memory = 0.59375 MB, CPU Usages = [39.9]
enc_773.py: Max Memory = 0.4921875 MB, CPU Usages = [29.9]
enc_548.py: Max Memory = 0.63671875 MB, CPU Usages = [39.9]
enc_121.py: Max Memory = 0.59765625 MB, CPU Usages = [39.9]
enc_392.py: Max Memory = 0.50390625 MB, CPU Usages = [39.9]
enc_578.py: Max Memory = 0.578125 MB, CPU Usages = [39.9]
enc_110.py: Max Memory = 0.59765625 MB, CPU Usages = [39.9]
enc_295.py: Max Memory = 0.5859375 MB, CPU Usages = [49.9]
enc_495.py: Max Memory = 0.60546875 MB, CPU Usages = [59.8]
enc_885.py: Max Memory = 0.5078125 MB, CPU Usages = [39.9]
enc_484.py: Max Memory = 0.640625 MB, CPU Usages = [39.9]
enc_869.py: Max Memory = 0.6171875 MB, CPU Usages = [39.9]
enc_677.py: Max Memory = 0.62890625 MB, CPU Usages = [39.9]
enc_441.py: Max Memory = 0.6328125 MB, CPU Usages = [49.9]
enc_278.py: Max Memory = 0.59765625 MB, CPU Usages = [49.9]
enc_639.py: Max Memory = 0.515625 MB, CPU Usages = [39.9]
enc_948.py: Max Memory = 0.625 MB, CPU Usages = [39.9]
enc_567.py: Max Memory = 0.62109375 MB, CPU Usages = [39.9]
enc_947.py: Max Memory = 0.60546875 MB, CPU Usages = [29.9]
enc_522.py: Max Memory = 0.59765625 MB, CPU Usages = [49.9]
enc_259.py: Max Memory = 0.51171875 MB, CPU Usages = [39.9]
enc_480.py: Max Memory = 0.59375 MB, CPU Usages = [39.9]
enc_472.py: Max Memory = 0.59375 MB, CPU Usages = [39.9]
enc_737.py: Max Memory = 0.625 MB, CPU Usages = [39.9]
enc_891.py: Max Memory = 0.59375 MB, CPU Usages = [39.9]
enc_642.py: Max Memory = 0.59375 MB, CPU Usages = [39.9]
enc_318.py: Max Memory = 0.60546875 MB, CPU Usages = [59.9]
enc_397.py: Max Memory = 0.58984375 MB, CPU Usages = [39.9]
enc_415.py: Max Memory = 0.47265625 MB, CPU Usages = [39.9]
enc_553.py: Max Memory = 0.63671875 MB, CPU Usages = [39.9]
enc_876.py: Max Memory = 0.6328125 MB, CPU Usages = [39.9]
enc_120.py: Max Memory = 0.62109375 MB, CPU Usages = [39.9]
enc_796.py: Max Memory = 0.640625 MB, CPU Usages = [39.9]
enc_57.py: Max Memory = 0.62890625 MB, CPU Usages = [39.9]
enc_379.py: Max Memory = 0.50390625 MB, CPU Usages = [39.9]
enc_95.py: Max Memory = 0.609375 MB, CPU Usages = [49.9]
enc_551.py: Max Memory = 0.4765625 MB, CPU Usages = [39.9]
enc_812.py: Max Memory = 0.5859375 MB, CPU Usages = [39.9]
enc_249.py: Max Memory = 0.59375 MB, CPU Usages = [39.9]
enc_18.py: Max Memory = 0.62109375 MB, CPU Usages = [39.9]
enc_306.py: Max Memory = 0.625 MB, CPU Usages = [39.9]
enc_783.py: Max Memory = 0.5859375 MB, CPU Usages = [39.9]
enc_724.py: Max Memory = 0.62890625 MB, CPU Usages = [39.9]
enc_333.py: Max Memory = 0.63671875 MB, CPU Usages = [39.9]
enc_515.py: Max Memory = 0.59375 MB, CPU Usages = [29.9]
enc_492.py: Max Memory = 0.625 MB, CPU Usages = [39.9]
enc_681.py: Max Memory = 0.63671875 MB, CPU Usages = [49.9]
enc_815.py: Max Memory = 0.59375 MB, CPU Usages = [39.9]
enc_766.py: Max Memory = 0.62109375 MB, CPU Usages = [39.9]
enc_65.py: Max Memory = 0.63671875 MB, CPU Usages = [39.9]
enc_432.py: Max Memory = 0.59765625 MB, CPU Usages = [39.9]
enc_37.py: Max Memory = 0.6171875 MB, CPU Usages = [39.9]
enc_206.py: Max Memory = 0.609375 MB, CPU Usages = [49.8]
enc_685.py: Max Memory = 0.6015625 MB, CPU Usages = [49.9]
enc_652.py: Max Memory = 0.60546875 MB, CPU Usages = [49.8]
enc_142.py: Max Memory = 0.00390625 MB, CPU Usages = [39.9]
enc_351.py: Max Memory = 0.63671875 MB, CPU Usages = [49.8]
enc_127.py: Max Memory = 0.62890625 MB, CPU Usages = [39.9]
enc_257.py: Max Memory = 0.62890625 MB, CPU Usages = [39.9]
enc_272.py: Max Memory = 0.5859375 MB, CPU Usages = [39.9]
enc_736.py: Max Memory = 0.5859375 MB, CPU Usages = [39.9]
enc_157.py: Max Memory = 0.62890625 MB, CPU Usages = [49.9]
enc_762.py: Max Memory = 0.62109375 MB, CPU Usages = [39.9]
enc_604.py: Max Memory = 0.63671875 MB, CPU Usages = [39.9]
enc_745.py: Max Memory = 0.58984375 MB, CPU Usages = [39.9]
enc_698.py: Max Memory = 0.48046875 MB, CPU Usages = [49.9]
enc_614.py: Max Memory = 0.58984375 MB, CPU Usages = [39.9]
enc_644.py: Max Memory = 0.58203125 MB, CPU Usages = [39.9]
enc_538.py: Max Memory = 0.62890625 MB, CPU Usages = [39.9]
enc_777.py: Max Memory = 0.6015625 MB, CPU Usages = [49.9]
enc_926.py: Max Memory = 0.609375 MB, CPU Usages = [39.9]
enc_276.py: Max Memory = 0.5859375 MB, CPU Usages = [39.9]
enc_260.py: Max Memory = 0.52734375 MB, CPU Usages = [39.9]
enc_743.py: Max Memory = 0.6015625 MB, CPU Usages = [39.9]
enc_325.py: Max Memory = 0.640625 MB, CPU Usages = [59.8]
enc_261.py: Max Memory = 0.58203125 MB, CPU Usages = [39.9]
enc_215.py: Max Memory = 0.62109375 MB, CPU Usages = [59.9]
enc_531.py: Max Memory = 0.60546875 MB, CPU Usages = [49.8]
enc_270.py: Max Memory = 0.48046875 MB, CPU Usages = [39.9]
enc_792.py: Max Memory = 0.5859375 MB, CPU Usages = [29.9]
enc_20.py: Max Memory = 0.6015625 MB, CPU Usages = [39.9]
enc_70.py: Max Memory = 0.6328125 MB, CPU Usages = [49.8]
enc_271.py: Max Memory = 0.609375 MB, CPU Usages = [49.8]
enc_557.py: Max Memory = 0.59375 MB, CPU Usages = [49.8]
enc_293.py: Max Memory = 0.59375 MB, CPU Usages = [39.9]
enc_529.py: Max Memory = 0.49609375 MB, CPU Usages = [29.9]
enc_753.py: Max Memory = 0.625 MB, CPU Usages = [49.8]
enc_767.py: Max Memory = 0.6328125 MB, CPU Usages = [39.9]
enc_861.py: Max Memory = 0.59765625 MB, CPU Usages = [49.8]
enc_633.py: Max Memory = 0.59375 MB, CPU Usages = [39.9]
enc_564.py: Max Memory = 0.6171875 MB, CPU Usages = [39.9]
enc_883.py: Max Memory = 0.625 MB, CPU Usages = [39.9]
enc_816.py: Max Memory = 0.6015625 MB, CPU Usages = [39.9]
enc_893.py: Max Memory = 0.6171875 MB, CPU Usages = [49.8]
enc_102.py: Max Memory = 0.61328125 MB, CPU Usages = [49.9]
